Name: Anonre, Pop. 27233508, Seats: 1, D: 1.4142135623730951, PD: 1.925699818229809E7
Name: Indibe, Pop. 18314782, Seats: 1, D: 1.4142135623730951, PD: 1.2950506548153318E7
Name: Esesatsoti, Pop. 53601064, Seats: 3, D: 3.4641016151377544, PD: 1.547329436462518E7
Name: Bediin, Pop. 25265815, Seats: 1, D: 1.4142135623730951, PD: 1.786562911870479E7
Name: Esaza, Pop. 35167818, Seats: 2, D: 2.449489742783178, PD: 1.4357201577844271E7
Name: Islebi, Pop. 226922922, Seats: 12, D: 12.489995996796797, PD: 1.8168374277957894E7
Name: Leinle, Pop. 38821969, Seats: 2, D: 2.449489742783178, PD: 1.5849002476691088E7
Name: Atatce, Pop. 271332726, Seats: 14, D: 14.491376746189438, PD: 1.8723736933507573E7
Name: Isquan, Pop. 25849965, Seats: 1, D: 1.4142135623730951, PD: 1.827868554493491E7
Name: Usla, Pop. 318663559, Seats: 17, D: 17.4928556845359, PD: 1.8216783168325465E7
Name: Gesoonin, Pop. 40077385, Seats: 2, D: 2.449489742783178, PD: 1.6361523912512068E7
Name: Islaus, Pop. 34976656, Seats: 2, D: 2.449489742783178, PD: 1.4279160018142618E7
Name: Zaceza, Pop. 21883347, Seats: 1, D: 1.4142135623730951, PD: 1.547386305875829E7
Name: Ustemace, Pop. 38572323, Seats: 2, D: 2.449489742783178, PD: 1.5747084923969945E7
Name: Tixebi, Pop. 29857177, Seats: 2, D: 2.449489742783178, PD: 1.2189141468326971E7
Name: Onbees, Pop. 319604581, Seats: 17, D: 17.4928556845359, PD: 1.8270577815521456E7
Name: Biusxe, Pop. 21599030, Seats: 1, D: 1.4142135623730951, PD: 1.5272820580051675E7
Name: Tiorer, Pop. 247170781, Seats: 13, D: 13.490737563232042, PD: 1.832151725148407E7
Name: Timace, Pop. 34913502, Seats: 2, D: 2.449489742783178, PD: 1.4253377505606664E7
Name: Raarge, Pop. 32986976, Seats: 2, D: 2.449489742783178, PD: 1.3466876559572479E7
Name: Isbiis, Pop. 144711504, Seats: 8, D: 8.48528137423857, PD: 1.7054414299017366E7
Name: Anatus, Pop. 26159513, Seats: 1, D: 1.4142135623730951, PD: 1.8497569034837645E7
Name: Laveor, Pop. 23065774, Seats: 1, D: 1.4142135623730951, PD: 1.6309965208716355E7
Name: Biate, Pop. 35630251, Seats: 2, D: 2.449489742783178, PD: 1.4545989059548346E7
Name: Geored, Pop. 261469608, Seats: 14, D: 14.491376746189438, PD: 1.804311712955461E7
Name: Biraorma, Pop. 24387568, Seats: 1, D: 1.4142135623730951, PD: 1.7244614709448047E7
Name: Rerila, Pop. 31674294, Seats: 2, D: 2.449489742783178, PD: 1.2930976377149794E7
Name: Marain, Pop. 341175199, Seats: 18, D: 18.49324200890693, PD: 1.8448641878783572E7
Name: Quceusbema, Pop. 40696812, Seats: 2, D: 2.449489742783178, PD: 1.6614403926329227E7
Name: Zaquan, Pop. 261782890, Seats: 14, D: 14.491376746189438, PD: 1.8064735641410798E7
Name: Orbila, Pop. 30738776, Seats: 2, D: 2.449489742783178, PD: 1.2549052752951622E7
Name: Atrarearus, Pop. 22164603, Seats: 1, D: 1.4142135623730951, PD: 1.5672741083607694E7
Name: Isenus, Pop. 32340192, Seats: 2, D: 2.449489742783178, PD: 1.32028280972731E7
Name: Maarma, Pop. 180322350, Seats: 9, D: 9.486832980505138, PD: 1.9007644634468786E7
Name: Isle, Pop. 41752752, Seats: 2, D: 2.449489742783178, PD: 1.704548962616164E7
Name: Lasora, Pop. 19059525, Seats: 1, D: 1.4142135623730951, PD: 1.3477119373694532E7
Name: Orerla, Pop. 208107760, Seats: 11, D: 11.489125293076057, PD: 1.811345552349547E7
Name: Anar, Pop. 359606623, Seats: 19, D: 19.493588689617926, PD: 1.8447430523222364E7
Name: Reveri, Pop. 25772975, Seats: 1, D: 1.4142135623730951, PD: 1.822424539385136E7
Name: Zabier, Pop. 40472250, Seats: 2, D: 2.449489742783178, PD: 1.6522726873726081E7
Name: Zatior, Pop. 23006950, Seats: 1, D: 1.4142135623730951, PD: 1.6268370359419838E7
Name: Arusanus, Pop. 44201900, Seats: 2, D: 2.449489742783178, PD: 1.8045350110254627E7
Name: Xetexe, Pop. 242390275, Seats: 13, D: 13.490737563232042, PD: 1.796716257090464E7
Name: Dilece, Pop. 284505499, Seats: 15, D: 15.491933384829668, PD: 1.8364750992190514E7
Name: Usedte, Pop. 321354556, Seats: 17, D: 17.4928556845359, PD: 1.837061722769971E7
Name: Tidire, Pop. 246435860, Seats: 13, D: 13.490737563232042, PD: 1.826704128257908E7
Name: Reaa, Pop. 26122355, Seats: 1, D: 1.4142135623730951, PD: 1.8471294361062314E7
Name: Rioraror V, Pop. 25335559, Seats: 1, D: 1.4142135623730951, PD: 1.7914945574051864E7
Name: Onmaen, Pop. 283209676, Seats: 15, D: 15.491933384829668, PD: 1.8281105977213304E7
Name: Anatge, Pop. 34176578, Seats: 2, D: 2.449489742783178, PD: 1.3952529542404871E7
Name: Dimaanbi, Pop. 41064918, Seats: 2, D: 2.449489742783178, PD: 1.6764682571538718E7
Name: Vereed, Pop. 39728428, Seats: 2, D: 2.449489742783178, PD: 1.621906281381667E7
Name: Orquat, Pop. 22620393, Seats: 1, D: 1.4142135623730951, PD: 1.599503328340471E7
Name: Esenqu, Pop. 35968038, Seats: 2, D: 2.449489742783178, PD: 1.4683890024839263E7
Name: Tibeer, Pop. 41533161, Seats: 2, D: 2.449489742783178, PD: 1.695584197581039E7
Name: Qugeed, Pop. 36357125, Seats: 2, D: 2.449489742783178, PD: 1.4842734127430977E7
Name: Soge, Pop. 19465071, Seats: 1, D: 1.4142135623730951, PD: 1.3763883700377611E7
Name: Beteza, Pop. 20959650, Seats: 1, D: 1.4142135623730951, PD: 1.482071064629662E7
Name: Leedma, Pop. 34435390, Seats: 2, D: 2.449489742783178, PD: 1.4058189098956404E7
Name: Timabeinri, Pop. 186368396, Seats: 10, D: 10.488088481701515, PD: 1.776952934037079E7
Name: Reonri, Pop. 40640602, Seats: 2, D: 2.449489742783178, PD: 1.6591456289922254E7
Name: Erbiaxe, Pop. 32010222, Seats: 2, D: 2.449489742783178, PD: 1.306811840886874E7
Name: Leerza, Pop. 22486501, Seats: 1, D: 1.4142135623730951, PD: 1.590035734225808E7
Name: Usesle, Pop. 131762253, Seats: 7, D: 7.483314773547883, PD: 1.7607471686979532E7
Name: Erisso, Pop. 342653157, Seats: 18, D: 18.49324200890693, PD: 1.85285606944941E7
Name: Vesobi, Pop. 34030266, Seats: 2, D: 2.449489742783178, PD: 1.3892797918530524E7
Name: Tiinenla, Pop. 41835288, Seats: 2, D: 2.449489742783178, PD: 1.7079184807063363E7
Name: Beusin, Pop. 39537507, Seats: 2, D: 2.449489742783178, PD: 1.614111964195302E7
Name: Edribi, Pop. 249855112, Seats: 13, D: 13.490737563232042, PD: 1.852049310342829E7
Name: Esisor, Pop. 282581778, Seats: 15, D: 15.491933384829668, PD: 1.824057533559469E7
Name: Oronin, Pop. 298388714, Seats: 16, D: 16.492422502470642, PD: 1.80924733134444E7
Name: Useres, Pop. 23626116, Seats: 1, D: 1.4142135623730951, PD: 1.6706186836699989E7
Name: Atbi, Pop. 320529501, Seats: 17, D: 17.4928556845359, PD: 1.832345197264479E7
Name: Usbela, Pop. 25467549, Seats: 1, D: 1.4142135623730951, PD: 1.8008276598100677E7
Name: Dimarige, Pop. 38625801, Seats: 2, D: 2.449489742783178, PD: 1.5768917226047372E7
Name: Anedte, Pop. 31081785, Seats: 2, D: 2.449489742783178, PD: 1.2689085590815341E7
Name: Eseson, Pop. 22194477, Seats: 1, D: 1.4142135623730951, PD: 1.569386519158886E7
Name: Veriza, Pop. 20037557, Seats: 1, D: 1.4142135623730951, PD: 1.4168692433111973E7
Name: Isgeor, Pop. 28385514, Seats: 2, D: 2.449489742783178, PD: 1.158833756443805E7
Name: Rain, Pop. 34226612, Seats: 2, D: 2.449489742783178, PD: 1.3972955837369941E7
Name: Adice, Pop. 4051206, Seats: 1, D: 1.4142135623730951, PD: 2864635.2345836284
Name: Beedan, Pop. 306380566, Seats: 16, D: 16.492422502470642, PD: 1.8577050518448867E7
Name: Zaesqu, Pop. 34025655, Seats: 2, D: 2.449489742783178, PD: 1.3890915485663194E7
Name: Anraza, Pop. 39935124, Seats: 2, D: 2.449489742783178, PD: 1.6303446102462389E7
Name: Enaan, Pop. 4165444, Seats: 1, D: 1.4142135623730951, PD: 2945413.699052817
Name: Direus, Pop. 32979587, Seats: 2, D: 2.449489742783178, PD: 1.3463860012954243E7
Name: Oronra, Pop. 38313242, Seats: 2, D: 2.449489742783178, PD: 1.5641315548628278E7
Name: Ardice, Pop. 22973703, Seats: 1, D: 1.4142135623730951, PD: 1.6244861180265728E7
Name: Ririesor, Pop. 25485830, Seats: 1, D: 1.4142135623730951, PD: 1.802120321716755E7
Name: Edlequ, Pop. 301452962, Seats: 16, D: 16.492422502470642, PD: 1.827827063943098E7
Name: Isonso, Pop. 38063109, Seats: 2, D: 2.449489742783178, PD: 1.553919917898968E7
Name: Laaso, Pop. 31135222, Seats: 2, D: 2.449489742783178, PD: 1.271090115471286E7
Name: Sozatequte, Pop. 21149494, Seats: 1, D: 1.4142135623730951, PD: 1.4954950626064198E7
Name: Bia, Pop. 33907929, Seats: 2, D: 2.449489742783178, PD: 1.3842854047420045E7
Name: Enzain, Pop. 36116160, Seats: 2, D: 2.449489742783178, PD: 1.4744360578119352E7
Name: Gevece, Pop. 24168112, Seats: 1, D: 1.4142135623730951, PD: 1.7089435883675974E7
Name: Ingele, Pop. 37305813, Seats: 2, D: 2.449489742783178, PD: 1.5230034381614558E7
Name: Teedar, Pop. 34857790, Seats: 2, D: 2.449489742783178, PD: 1.423063317684834E7
Name: Zaorle, Pop. 39344878, Seats: 2, D: 2.449489742783178, PD: 1.6062479182009256E7
Name: Raonla, Pop. 32655956, Seats: 2, D: 2.449489742783178, PD: 1.333173821046313E7
Name: Inrare, Pop. 37539366, Seats: 2, D: 2.449489742783178, PD: 1.5325381994597265E7
Name: Tegear Madibi, Pop. 21466549, Seats: 1, D: 1.4142135623730951, PD: 1.51791423665733E7
Name: Xeermabeis, Pop. 21309517, Seats: 1, D: 1.4142135623730951, PD: 1.5068103974510014E7
Name: Soes, Pop. 40708196, Seats: 2, D: 2.449489742783178, PD: 1.6619051424867868E7
Name: Rareatso, Pop. 5027601, Seats: 1, D: 1.4142135623730951, PD: 3555050.760200267
Name: Xetema, Pop. 20874959, Seats: 1, D: 1.4142135623730951, PD: 1.476082506589115E7
Name: Veinve, Pop. 19528122, Seats: 1, D: 1.4142135623730951, PD: 1.3808467490038203E7
Name: Tiesre Maanarla, Pop. 24133538, Seats: 1, D: 1.4142135623730951, PD: 1.706498837382323E7
Name: Ribied, Pop. 27540102, Seats: 2, D: 2.449489742783178, PD: 1.1243199560700417E7
Name: Gereletiqu, Pop. 28343601, Seats: 2, D: 2.449489742783178, PD: 1.157122665383984E7
Name: Rianve, Pop. 32109773, Seats: 2, D: 2.449489742783178, PD: 1.3108759934432708E7
Name: Inlabionqu, Pop. 338785297, Seats: 18, D: 18.49324200890693, PD: 1.8319410779182486E7
Name: Esorce, Pop. 263256462, Seats: 14, D: 14.491376746189438, PD: 1.8166421770051923E7
Name: Celeve, Pop. 243120861, Seats: 13, D: 13.490737563232042, PD: 1.8021317208230857E7
Name: Cezate, Pop. 38179418, Seats: 2, D: 2.449489742783178, PD: 1.5586682129405241E7
Name: Esoner, Pop. 28225068, Seats: 2, D: 2.449489742783178, PD: 1.1522835759226287E7
Name: Cexein, Pop. 26113824, Seats: 1, D: 1.4142135623730951, PD: 1.846526203311201E7
Name: Soinxete, Pop. 29499562, Seats: 2, D: 2.449489742783178, PD: 1.2043145755932737E7
Name: Invezare, Pop. 25507003, Seats: 1, D: 1.4142135623730951, PD: 1.803617478904561E7
Name: Vexeusis, Pop. 32130779, Seats: 2, D: 2.449489742783178, PD: 1.311733559802219E7
Name: Getedi, Pop. 22730565, Seats: 1, D: 1.4142135623730951, PD: 1.6072936651701594E7
Name: Erbebi, Pop. 24626792, Seats: 1, D: 1.4142135623730951, PD: 1.7413771622070618E7
Name: Orrebi, Pop. 22604223, Seats: 1, D: 1.4142135623730951, PD: 1.5983599366752924E7
Name: Erreat, Pop. 222753931, Seats: 12, D: 12.489995996796797, PD: 1.783458786192788E7
Name: Sozaon, Pop. 323790629, Seats: 17, D: 17.4928556845359, PD: 1.8509878251967665E7
Name: Gequanra, Pop. 31570091, Seats: 2, D: 2.449489742783178, PD: 1.288843568053859E7
Name: Uslaxe, Pop. 29165442, Seats: 2, D: 2.449489742783178, PD: 1.190674183712295E7
Name: Anedri, Pop. 25450986, Seats: 1, D: 1.4142135623730951, PD: 1.7996564788483884E7
Name: Armain, Pop. 171762478, Seats: 9, D: 9.486832980505138, PD: 1.810535490115209E7
Name: Geveinbi, Pop. 287291547, Seats: 15, D: 15.491933384829668, PD: 1.854458961728609E7
Name: Leatdiated, Pop. 317956092, Seats: 17, D: 17.4928556845359, PD: 1.817633997181379E7
Name: Onatquis, Pop. 25989545, Seats: 1, D: 1.4142135623730951, PD: 1.8377383509452928E7
Name: Leedqu, Pop. 211105211, Seats: 11, D: 11.489125293076057, PD: 1.83743501454565E7
Name: Edisor, Pop. 22150156, Seats: 1, D: 1.4142135623730951, PD: 1.5662525511939893E7
Name: Ririte, Pop. 36345039, Seats: 2, D: 2.449489742783178, PD: 1.483780003859243E7
Name: Zaedan, Pop. 232733855, Seats: 12, D: 12.489995996796797, PD: 1.8633621264545422E7
Name: Zareat, Pop. 31211868, Seats: 2, D: 2.449489742783178, PD: 1.2742191753183752E7
Name: Ingequ, Pop. 23479186, Seats: 1, D: 1.4142135623730951, PD: 1.660229163734025E7
Name: Inveinma, Pop. 338533087, Seats: 18, D: 18.49324200890693, PD: 1.8305772824308023E7
Name: Erveat, Pop. 244542450, Seats: 13, D: 13.490737563232042, PD: 1.812669239571315E7
Name: Anrage, Pop. 30467896, Seats: 2, D: 2.449489742783178, PD: 1.2438466456030771E7
Name: Anesxe, Pop. 3164860, Seats: 1, D: 1.4142135623730951, PD: 2237893.9675060567
Name: Anesen, Pop. 22720151, Seats: 1, D: 1.4142135623730951, PD: 1.6065572841682319E7
Name: Arisan, Pop. 29835843, Seats: 2, D: 2.449489742783178, PD: 1.2180431899298215E7
Name: Zabile, Pop. 203954427, Seats: 11, D: 11.489125293076057, PD: 1.7751954286973745E7
Name: Rareor, Pop. 27818454, Seats: 2, D: 2.449489742783178, PD: 1.1356836288847612E7
Name: Edxege, Pop. 21734164, Seats: 1, D: 1.4142135623730951, PD: 1.5368374747820538E7
Name: Diar, Pop. 35358964, Seats: 2, D: 2.449489742783178, PD: 1.4435236605573276E7
Name: Usace, Pop. 25515149, Seats: 1, D: 1.4142135623730951, PD: 1.8041934880885154E7
Name: Zaer, Pop. 37550324, Seats: 2, D: 2.449489742783178, PD: 1.5329855579364168E7
Name: Iseson, Pop. 36730838, Seats: 2, D: 2.449489742783178, PD: 1.4995301820805099E7
Name: Usteer, Pop. 40479578, Seats: 2, D: 2.449489742783178, PD: 1.65257185171986E7
Name: Anisge, Pop. 41523082, Seats: 2, D: 2.449489742783178, PD: 1.6951727241290804E7
Name: Este, Pop. 35520785, Seats: 2, D: 2.449489742783178, PD: 1.450129975218443E7
Name: Iser, Pop. 43642308, Seats: 2, D: 2.449489742783178, PD: 1.7816897632897373E7
Name: Atceat, Pop. 24177640, Seats: 1, D: 1.4142135623730951, PD: 1.7096173197087117E7
Name: Isesra, Pop. 38092860, Seats: 2, D: 2.449489742783178, PD: 1.555134497387927E7
Name: Ortein, Pop. 18025193, Seats: 1, D: 1.4142135623730951, PD: 1.2745736202496286E7
Name: Israve, Pop. 19217905, Seats: 1, D: 1.4142135623730951, PD: 1.3589110945698857E7
Name: Lazati, Pop. 279941635, Seats: 15, D: 15.491933384829668, PD: 1.8070154837751254E7
Name: Ina, Pop. 39957497, Seats: 2, D: 2.449489742783178, PD: 1.6312579841464937E7
Name: Zaorveus, Pop. 22661045, Seats: 1, D: 1.4142135623730951, PD: 1.6023778588273507E7
Name: Bilave, Pop. 222738744, Seats: 12, D: 12.489995996796797, PD: 1.7833371928791963E7
Name: Edrexe, Pop. 23779984, Seats: 1, D: 1.4142135623730951, PD: 1.68149879429076E7
Name: Gesoxe, Pop. 24391473, Seats: 1, D: 1.4142135623730951, PD: 1.724737596142858E7
Name: Laerbi, Pop. 19878176, Seats: 1, D: 1.4142135623730951, PD: 1.4055993047219679E7
Name: Geisma, Pop. 40997238, Seats: 2, D: 2.449489742783178, PD: 1.6737052327240124E7
Name: Veenus, Pop. 28991859, Seats: 2, D: 2.449489742783178, PD: 1.1835876874119362E7
Name: Aqudi, Pop. 31518677, Seats: 2, D: 2.449489742783178, PD: 1.2867446002932679E7
Name: Maxela, Pop. 19008185, Seats: 1, D: 1.4142135623730951, PD: 1.3440816511548415E7
Name: Quonbe, Pop. 36710762, Seats: 2, D: 2.449489742783178, PD: 1.4987105828125747E7
Name: Ceveerbe, Pop. 27845818, Seats: 2, D: 2.449489742783178, PD: 1.1368007595067866E7
Name: Uslete, Pop. 18744586, Seats: 1, D: 1.4142135623730951, PD: 1.325442387113442E7
Name: Arrebe, Pop. 285319764, Seats: 15, D: 15.491933384829668, PD: 1.841731157193051E7
Name: Ededes, Pop. 40579361, Seats: 2, D: 2.449489742783178, PD: 1.6566454756365957E7
Name: Onenrire, Pop. 24657891, Seats: 1, D: 1.4142135623730951, PD: 1.7435761935858738E7
Name: Anriso, Pop. 380279138, Seats: 20, D: 20.493901531919196, PD: 1.8555721925750267E7
Name: Macexeso, Pop. 22968010, Seats: 1, D: 1.4142135623730951, PD: 1.6240835621360434E7
Name: Lazate, Pop. 279249672, Seats: 15, D: 15.491933384829668, PD: 1.8025488818164725E7
Name: Inonis, Pop. 34913551, Seats: 2, D: 2.449489742783178, PD: 1.4253397509772897E7
Name: Enlebi, Pop. 22716620, Seats: 1, D: 1.4142135623730951, PD: 1.6063076047637949E7
Name: Qumara, Pop. 300105916, Seats: 16, D: 16.492422502470642, PD: 1.819659397854031E7
Name: Ragele, Pop. 344813505, Seats: 18, D: 18.49324200890693, PD: 1.86453789353931E7
Name: Laerbe, Pop. 36973842, Seats: 2, D: 2.449489742783178, PD: 1.5094507788380979E7
Name: Enatesre, Pop. 34643578, Seats: 2, D: 2.449489742783178, PD: 1.4143181494051496E7
Name: Marebi, Pop. 174709524, Seats: 9, D: 9.486832980505138, PD: 1.841600082546171E7
Name: Quesxe, Pop. 42253558, Seats: 2, D: 2.449489742783178, PD: 1.7249942819515683E7
Name: Adiveis, Pop. 23783320, Seats: 1, D: 1.4142135623730951, PD: 1.681734685112964E7
Name: Orusiser, Pop. 24676934, Seats: 1, D: 1.4142135623730951, PD: 1.7449227370292872E7
Name: Quisis, Pop. 33625973, Seats: 2, D: 2.449489742783178, PD: 1.3727745992434017E7
Name: Direus, Pop. 41899529, Seats: 2, D: 2.449489742783178, PD: 1.7105411085491054E7
Name: Leenge, Pop. 12329426, Seats: 1, D: 1.4142135623730951, PD: 8718220.73273773
Name: Oneste, Pop. 339565983, Seats: 18, D: 18.49324200890693, PD: 1.836162544330812E7
Name: Soorla, Pop. 28771808, Seats: 2, D: 2.449489742783178, PD: 1.1746041429554498E7
Name: Verein, Pop. 19809748, Seats: 1, D: 1.4142135623730951, PD: 1.4007607144396646E7
Name: Usarve Maanbi, Pop. 3692682, Seats: 1, D: 1.4142135623730951, PD: 2611120.4829655024
Name: Xeisat, Pop. 28728169, Seats: 2, D: 2.449489742783178, PD: 1.1728225882406946E7
Name: Matedi, Pop. 32053644, Seats: 2, D: 2.449489742783178, PD: 1.308584536613726E7
Name: Texeence, Pop. 35067568, Seats: 2, D: 2.449489742783178, PD: 1.431627468672527E7
Name: Tirama, Pop. 37715476, Seats: 2, D: 2.449489742783178, PD: 1.5397278601030856E7
Name: Biusbiri, Pop. 41803517, Seats: 2, D: 2.449489742783178, PD: 1.706621435062704E7
Name: Aratti, Pop. 23823839, Seats: 1, D: 1.4142135623730951, PD: 1.6845998110796537E7
Name: Veveinvea, Pop. 27576365, Seats: 2, D: 2.449489742783178, PD: 1.1258003868457507E7
Name: Mate, Pop. 339587091, Seats: 18, D: 18.49324200890693, PD: 1.8362766833227195E7
Name: Reeror, Pop. 399343221, Seats: 21, D: 21.494185260204677, PD: 1.8579128083508354E7
Name: Atorar, Pop. 29947212, Seats: 2, D: 2.449489742783178, PD: 1.2225898103158886E7
Name: Isxeleerarle, Pop. 28351126, Seats: 2, D: 2.449489742783178, PD: 1.157429872222558E7
Name: Tearti, Pop. 19959100, Seats: 1, D: 1.4142135623730951, PD: 1.411321495638042E7
Name: Enveen, Pop. 43463782, Seats: 2, D: 2.449489742783178, PD: 1.7744014698594023E7
Name: Zaage, Pop. 246817498, Seats: 13, D: 13.490737563232042, PD: 1.829533017325027E7
Name: Ataran, Pop. 261725614, Seats: 14, D: 14.491376746189438, PD: 1.806078322191311E7
Name: Usenus, Pop. 35081726, Seats: 2, D: 2.449489742783178, PD: 1.4322054666021656E7
Name: Onraen, Pop. 268673109, Seats: 14, D: 14.491376746189438, PD: 1.854020592423343E7
Name: Aarra, Pop. 284977168, Seats: 15, D: 15.491933384829668, PD: 1.839519709522255E7
Name: Quredi, Pop. 211683096, Seats: 11, D: 11.489125293076057, PD: 1.842464857856248E7
Name: Laerce, Pop. 24649143, Seats: 1, D: 1.4142135623730951, PD: 1.7429576165736917E7
Name: Leined, Pop. 37886078, Seats: 2, D: 2.449489742783178, PD: 1.5466926575880572E7
Name: Arbe, Pop. 43740878, Seats: 2, D: 2.449489742783178, PD: 1.7857138666888397E7
Name: Ordius, Pop. 36595453, Seats: 2, D: 2.449489742783178, PD: 1.4940031126000648E7
Name: Biriat, Pop. 38734408, Seats: 2, D: 2.449489742783178, PD: 1.5813255848129781E7
Name: Lasoin, Pop. 41321540, Seats: 2, D: 2.449489742783178, PD: 1.6869448064334136E7
Name: Zaedinbexe, Pop. 22994706, Seats: 1, D: 1.4142135623730951, PD: 1.625971254399099E7
Name: Estior, Pop. 49113285, Seats: 3, D: 3.4641016151377544, PD: 1.4177784157768406E7
Name: Areder, Pop. 35871666, Seats: 2, D: 2.449489742783178, PD: 1.464454632059068E7
Name: Onusus, Pop. 36873153, Seats: 2, D: 2.449489742783178, PD: 1.5053401676262463E7
Name: Atanbi, Pop. 298967451, Seats: 16, D: 16.492422502470642, PD: 1.8127564398451064E7
Name: Inbeon, Pop. 263114905, Seats: 14, D: 14.491376746189438, PD: 1.815665340901354E7
Name: Bitiaati, Pop. 26324575, Seats: 1, D: 1.4142135623730951, PD: 1.8614285494353857E7
Name: Riace, Pop. 250751218, Seats: 13, D: 13.490737563232042, PD: 1.858691689944388E7
Name: Anmaondi, Pop. 342630457, Seats: 18, D: 18.49324200890693, PD: 1.852733321907421E7
Name: Gerees, Pop. 324677789, Seats: 17, D: 17.4928556845359, PD: 1.8560593813566007E7
Name: Esteraon, Pop. 20386929, Seats: 1, D: 1.4142135623730951, PD: 1.441573574346868E7
Name: Orediste, Pop. 26201453, Seats: 1, D: 1.4142135623730951, PD: 1.8527225093240608E7
Name: Tiinle, Pop. 23926575, Seats: 1, D: 1.4142135623730951, PD: 1.6918643433068518E7
Name: Orerus, Pop. 32843508, Seats: 2, D: 2.449489742783178, PD: 1.340830599383621E7
Name: Ace, Pop. 3768505, Seats: 1, D: 1.4142135623730951, PD: 2664735.44043541
Name: Incediat, Pop. 33573901, Seats: 2, D: 2.449489742783178, PD: 1.3706487687452983E7
Name: Alain, Pop. 30149202, Seats: 2, D: 2.449489742783178, PD: 1.230836017534968E7
Name: Arte XII, Pop. 23445338, Seats: 1, D: 1.4142135623730951, PD: 1.6578357487010647E7
Name: Estite, Pop. 20111941, Seats: 1, D: 1.4142135623730951, PD: 1.4221289863923753E7
Name: Tiedxeer, Pop. 40384723, Seats: 2, D: 2.449489742783178, PD: 1.648699412560665E7
Name: Reraveat, Pop. 32762921, Seats: 2, D: 2.449489742783178, PD: 1.3375406488852598E7
Name: Geisen, Pop. 36794407, Seats: 2, D: 2.449489742783178, PD: 1.5021253756381596E7
Name: Verais, Pop. 30189018, Seats: 2, D: 2.449489742783178, PD: 1.232461498928279E7
Name: Onbibi, Pop. 34298513, Seats: 2, D: 2.449489742783178, PD: 1.4002309297702583E7
Name: Bioren, Pop. 30014327, Seats: 2, D: 2.449489742783178, PD: 1.2253297687173367E7
Name: Titeatriraza, Pop. 28397021, Seats: 2, D: 2.449489742783178, PD: 1.1593035277516419E7
Name: Erra, Pop. 283120195, Seats: 15, D: 15.491933384829668, PD: 1.827533000349994E7
Name: Erlaa, Pop. 32620887, Seats: 2, D: 2.449489742783178, PD: 1.3317421351164855E7
Name: Orreer Adidi, Pop. 306420448, Seats: 16, D: 16.492422502470642, PD: 1.857946871989829E7
Name: Atgeon, Pop. 271661694, Seats: 14, D: 14.491376746189438, PD: 1.8746437882200148E7
Name: Armasoen, Pop. 40343749, Seats: 2, D: 2.449489742783178, PD: 1.6470266560153184E7
Name: Ereres, Pop. 25153808, Seats: 1, D: 1.4142135623730951, PD: 1.7786428209464427E7
Name: Anates, Pop. 43774862, Seats: 2, D: 2.449489742783178, PD: 1.787101257679152E7
Name: Maraon, Pop. 34282307, Seats: 2, D: 2.449489742783178, PD: 1.3995693225907326E7
Name: Erusat, Pop. 52664647, Seats: 3, D: 3.4641016151377544, PD: 1.520297406111331E7
Name: Biraxedi, Pop. 35205703, Seats: 2, D: 2.449489742783178, PD: 1.4372668064328495E7
Name: Tetequ, Pop. 30535699, Seats: 2, D: 2.449489742783178, PD: 1.2466146914869092E7
Name: Erlera, Pop. 24856245, Seats: 1, D: 1.4142135623730951, PD: 1.7576019394334216E7
Name: Rabeat, Pop. 24166167, Seats: 1, D: 1.4142135623730951, PD: 1.7088060560986564E7
Name: Inbege, Pop. 32721869, Seats: 2, D: 2.449489742783178, PD: 1.3358647080032475E7
Name: Usrave, Pop. 35198391, Seats: 2, D: 2.449489742783178, PD: 1.4369682952828623E7
Name: Sosoondila, Pop. 3002854, Seats: 1, D: 1.4142135623730951, PD: 2123338.426313149
Name: Biesma, Pop. 25088798, Seats: 1, D: 1.4142135623730951, PD: 1.774045919761949E7
Name: Acebeteve, Pop. 24443913, Seats: 1, D: 1.4142135623730951, PD: 1.7284456641034003E7
Name: Maceed, Pop. 320472130, Seats: 17, D: 17.4928556845359, PD: 1.8320172290868722E7
Name: Araxe, Pop. 25896314, Seats: 1, D: 1.4142135623730951, PD: 1.8311459237136126E7
Name: Vezaso, Pop. 37631836, Seats: 2, D: 2.449489742783178, PD: 1.5363132714016458E7
Name: Atanqu, Pop. 231687637, Seats: 12, D: 12.489995996796797, PD: 1.8549856786136597E7
Name: Bereis, Pop. 38319181, Seats: 2, D: 2.449489742783178, PD: 1.5643740135225343E7
Name: Onveorce, Pop. 41745663, Seats: 2, D: 2.449489742783178, PD: 1.704259555403054E7
Name: Soedxe VI, Pop. 3989064, Seats: 1, D: 1.4142135623730951, PD: 2820694.204987134
Name: Diceve, Pop. 20408542, Seats: 1, D: 1.4142135623730951, PD: 1.4431018442330465E7
Name: Bixela, Pop. 37571337, Seats: 2, D: 2.449489742783178, PD: 1.5338434100691685E7
Name: Andibea, Pop. 39448163, Seats: 2, D: 2.449489742783178, PD: 1.6104645106689814E7
Name: Tiarma, Pop. 34699881, Seats: 2, D: 2.449489742783178, PD: 1.4166167097549483E7
Name: Ceenat, Pop. 23116832, Seats: 1, D: 1.4142135623730951, PD: 1.6346068666750178E7
